romaji_title,english_title,native_title,description,genres,episodes,start_date,end_date,average_score,popularity,image_url
Azumanga Daiou THE ANIMATION,Azumanga Daioh,あずまんが大王 THE ANIMATION,"Ten year old child prodigy, Chiyo Mihama, is finding it tough fitting in at high school with the girls five years her elder: Osaka (dimwitted with a weird take on the world), Tomo (a powder keg that goes off at a moment’s notice), Kagura (the competitive athlete of the bunch), Yomi (the hothead), and Sakaki (timid and obsessed with a love of animals that isn’t reciprocated). Together with their teacher, they navigate the rough waters and fun times of high school.<br>
<br>
(Source: Sentai Filmworks)","Comedy, Slice of Life",26.0,2002-4-9,2002-10-1,79.0,85940,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx66-ZqYQWl6LsfeI.png
Basilisk: Kouga Ninpouchou,Basilisk,バジリスク 甲賀忍法帖,"The heirs to the Kouga and Iga ninja clans, Gennosuke and Oboro, hoped the unsteady truce between their tribes would last—but fate denies the lovers, thrusting their people into war after centuries of peace. The terms are set on two scrolls. One bears a list of Kouga warriors. The other holds a list of those who fight for Iga. The names found on these scrolls can only be crossed out in blood. <br><br>

(Source: Crunchyroll)","Action, Adventure, Drama, Romance",24.0,2005-4-13,2005-9-21,71.0,28283,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx67-aBz3s2hBTtdH.jpg
Black Cat,Black Cat,ブラックキャット,"Train Heartnet is the infamous gunman 'Black Cat', a cold-blooded assassin who works for the organization known as 'Chronos', bearing the mark XIII on his body. Most of his life was surrounded by violence, so Train is quiet, asocial and uncaring. However his life changes as he encounters the mysterious Sweeper (bounty hunter), Saya. Her unique way of living interested Train but tragedy occurs, resulting in Train changing the way he has lived towards the life of a Sweeper with newfound friends Sven and Eve.","Action, Adventure, Comedy, Sci-Fi",23.0,2005-10-6,2006-3-30,69.0,36407,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx68-4aNJbsm0qLfs.png
CLUSTER EDGE,CLUSTER EDGE,CLUSTER EDGE,"Cluster Edge Academy isn't just any school; it's THE school, where the offspring of the elite come together to prepare for their roles running a world where artificial soldiers and religious sects are major factors in the battle for total control. Which may be part of why new transfer student Agate Fluorite doesn't quite seem to fit in. It's not just that Agate's enthusiastic attitude stands out among the somber, brooding balance of the student body. There's something about him that demands notice, even from jaded honors students like Beryl Jasper, and from the moment of arrival he's been at the center of a series of mysteries that not even Agate understands. Because Agate's not just another student, he's part of a something so momentous, and dangerous, that the world that built Cluster Edge may not survive its passing. <br><br>
(Source: Sentai Filmworks) ","Action, Fantasy, Sci-Fi",25.0,2005-10-4,2006-3-28,55.0,1940,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx69-OiowxBQs5McP.png
Full Metal Panic!,Full Metal Panic!,フルメタル・パニック！,"Sousuke Sagara, a seventeen year old military specialist working for the secret organization MITHRIL, has been assigned to protect the latest ""Whispered"" candidate Kaname Chidori. To complete this task Sousuke will have to deal with enemies from his past as well as the occasional panty thief. Unfortunately for Sousuke, the toughest part of his mission isn't only protecting Miss Chidori but also getting used to living an average High School students life, no easy task for someone raised on the battlefield.<br><br>
(Source: Anime News Network)","Action, Comedy, Mecha, Sci-Fi",24.0,2002-1-8,2002-6-18,72.0,80334,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx71-Fi08vs7xNBMW.png
Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,フルメタル・パニック? ふもっふ,"It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun - the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate.
<br><br>
(Source: Anime News Network)","Action, Comedy, Romance",12.0,2003-8-26,2003-10-18,77.0,39785,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx72-dalTPVFKaOuZ.png
Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,フルメタル パニック！The Second Raid,"This series is set about two months after the events ocurred in the Tuatha de Danaan at the end of the original series. Mithril becomes aware of a secret organization that has technology able to counter the ECS (Electronic Cloaking System) mode. This organization, known as Amalgam, also has ""Black Technology"", obtained from ""Whispered"" like Kaname Chidori, and like the other intelligency agencies, they intend to obtain more. However, when Sousuke's mission to protect Chidori is terminated by Mithril, all seems to be in place for Amalgam's plans... Like many of its fans know, it is based of the FMP novel ""The End of Day by Day.""
<br><br>
(Source: Anime News Network)","Action, Mecha, Sci-Fi",13.0,2005-7-14,2005-10-20,77.0,36541,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx73-UgXDGEMBPGle.jpg
Gakuen Alice,Gakuen Alice,学園アリス,"Sakura Mikan and Imai Hotaru are best friends, and Mikan is shocked to find that Hotaru is transferring to a school in Tokyo for gifted students like her - Alice Academy. Mikan hears rumors that the students are like prisoners there, and worried what would happen to Hotaru, she runs away to head to the school herself. She finds out all the wonderful things about this school. And she heads into a great adventure!!","Comedy, Drama, Fantasy, Supernatural",26.0,2004-10-30,2005-5-14,73.0,15885,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b74-QZI9kO7eesrb.jpg
Soukyuu no Fafner,Fafner,蒼穹のファフナー,"Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind.
<br><br>
(Source: Anime News Network)
<br><br>
<i>Note: The last episode aired with a runtime of ~48 minutes as opposed to the standard 24 minute long episode. In the DVD release and subsequent home video releases of the series, the final episode was split into two separate ~24 minute long episodes.</i>","Drama, Mecha, Sci-Fi",25.0,2004-7-5,2004-12-27,69.0,11824,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx75-j5QtzskLdNry.jpg
Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,魔法少女リリカルなのは,"3rd grader Takamachi Nanoha stumbled upon an injured talking ferret after hearing his telepathic cries for help. The ferret turned out to be Yuuno, an archeologist and mage from another world who had accidentally scattered the dangerous Jewel Seeds throughout Earth. Without the strength to collect the Jewel Seeds, Yuuno had resumed a ferret form and needed someone else to take on the task for him. He gave a red jewel to Nanoha explaining to her with this she could transform and use magic to combat the monsters that threatened them due to the Jewel Seeds. But the monsters are the least of their worries, as Yuuno and Nanoha are not the only ones out to collect the Jewel Seeds. ","Action, Comedy, Drama, Fantasy, Mahou Shoujo",13.0,2004-10-3,2004-12-26,71.0,24652,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx76-wRwZobrx9MPj.jpg
Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,魔法少女リリカルなのはＡ’ｓ,"After the events of the Lost Logia case, Nanoha waits patiently for the day she can reunite with her newfound friend, Fate. Although being an exceptionally powerful mage, Nanoha spends her days normally with her friends on Earth. But peace is once again suddenly shattered, as Nanoha is without warning attacked by a powerful mage. A group of violent mages have been attacking anything with magic power for their own goals. Nanoha and Fate, along with their friends Yuuno, Arf, Chrono and the Space/Time Administration Bureau must once more band together to stop these renegade mages from hurting anyone or anything else. Takes place after the first season of Lyrical Nanoha.","Action, Comedy, Drama, Fantasy, Mahou Shoujo",13.0,2005-10-2,2005-12-25,78.0,13994,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx77-SwBCj7R1enWi.png
SHUFFLE!,SHUFFLE!,SHUFFLE!,"In present times, Gods and Demons coexist together with Humans after the door between each of these worlds had opened. Tsuchimi Rin is a normal young high school student attending Verbena Academy, spending his days living peacefully with his childhood friend Kaede. Unexpectedly, one day the King of Gods, the King of Demons and their families move into be Rin's next door neighbors. Apparently the daughter of the Gods, Sia, and the daughter of the demons, Nerine, are both deeply in love with Rin after having met him the past. Along with his playful friendship with upperclassmen Asa and his encounter with the silent but cute Primula, Rin has much on his hands dealing with the affections of each of these girls. Based on the eroge by Navel.","Comedy, Drama, Ecchi, Fantasy, Romance",24.0,2005-7-8,2006-1-6,65.0,40880,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx79-I1ODM0WcMlsn.jpg
Kidou Senshi Gundam,Mobile Suit Gundam,機動戦士ガンダム,"What would you do if you suddenly found yourself in the middle of a war? Teenager Amuro Ray sees his life shattered when war comes to his home. During the chaos, Amuro finds himself inside the mobile suit Gundam, the Earth Federation's new secret weapon, and he somehow gets it to work. Amuro and the other refugees flee their homeland on the warship White Base. This group of children and inexperienced soldiers will change the outcome of the war. <br><br>
(Source: Sunrise)","Drama, Mecha, Sci-Fi",43.0,1979-4-7,1980-1-26,76.0,38229,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx80-pdYJ12vSTmad.jpg
Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,機動戦士Zガンダム,"The year is Universal Century 0087. Seven years have passed since the end of the One Year War. In its zeal to stamp out any remaining opposition, the Earth Federation has organized the Titans, an elite fighting force. However, the Titans soon get out of hand, committing atrocities on par with the worst the Principality of Zeon had to offer during the war. In response, dissatisified citizens, former Zeon soldiers, and even members of the Earth Federal Forces form a resistance group known as the Anti-Earth Union Group, or AEUG. As the next war is brewing, a small AEUG group arrives at Side 7 to investigate the new Gundam Mk. II...
<br><br>
(Source: Anime News Network)","Drama, Mecha, Sci-Fi",50.0,1985-3-2,1986-2-22,77.0,22446,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx85-zdvoyoXDpjSs.jpg
